animal,country,id,path,value,x,y
connection,Canada,Canada,5,0.32999999999999996,-0.6485094377229047,-0.14598143182062429
connection,Canada,Canada,6,0.32999999999999996,-0.6573490245039944,-0.1462469627413534
connection,Canada,Canada,7,0.32999999999999996,-0.6663260819775545,-0.14586686568286245
connection,Canada,Canada,8,0.32999999999999996,-0.6754557444643708,-0.1447398847000757
connection,Canada,Canada,9,0.32999999999999996,-0.6847291308660582,-0.14286165421994645
connection,Canada,Canada,10,0.32999999999999996,-0.6941046110708399,-0.14037945992314693
connection,Canada,Canada,11,0.32999999999999996,-0.7035126677028755,-0.13759553139437264
connection,Canada,Canada,12,0.32999999999999996,-0.712876408683064,-0.13489129269965594
connection,Canada,Canada,13,0.32999999999999996,-0.7221362774555558,-0.1326057831904064
connection,Canada,Canada,14,0.32999999999999996,-0.7312635834381708,-0.1309433525035394
connection,Canada,Canada,15,0.32999999999999996,-0.7402582349027846,-0.12995637647317504
connection,Canada,Canada,16,0.32999999999999996,-0.7491376822995013,-0.1295870449196561
connection,Canada,Canada,17,0.32999999999999996,-0.7579257876800322,-0.12972492347758324
connection,Canada,Canada,18,0.32999999999999996,-0.7666456936372277,-0.13025073129802833
connection,Canada,Canada,19,0.32999999999999996,-0.7753166693463555,-0.13105946363882803
connection,Canada,Canada,20,0.32999999999999996,-0.7839534557351693,-0.13206808562588457
connection,United Kingdom,United Kingdom,1,0.31999999999999995,-0.6247289428137632,-0.01840510827997699
connection,United Kingdom,United Kingdom,2,0.31999999999999995,-0.6331566857614166,-0.018298666413601894
connection,United Kingdom,United Kingdom,3,0.31999999999999995,-0.6415894477825916,-0.018007459084272148
connection,United Kingdom,United Kingdom,4,0.31999999999999995,-0.6500290512518844,-0.017447264651244798
connection,United Kingdom,United Kingdom,5,0.31999999999999995,-0.658477344570247,-0.01650684356235521
connection,United Kingdom,United Kingdom,6,0.31999999999999995,-0.666935432764064,-0.015051931994751189
connection,United Kingdom,United Kingdom,7,0.31999999999999995,-0.6754022874924304,-0.012944240962380338
connection,United Kingdom,United Kingdom,8,0.31999999999999995,-0.6838730407487267,-0.010083000901191297
connection,United Kingdom,United Kingdom,9,0.31999999999999995,-0.6923382254593184,-0.0064662229126419835
connection,United Kingdom,United Kingdom,10,0.31999999999999995,-0.7007858764099016,-0.0022454066444271836
connection,United Kingdom,United Kingdom,11,0.31999999999999995,-0.7092068858147521,0.0022723886243829483
connection,United Kingdom,United Kingdom,12,0.31999999999999995,-0.7176002815764202,0.006702162631233577
connection,United Kingdom,United Kingdom,13,0.31999999999999995,-0.725973728136105,0.010703732007074862
connection,United Kingdom,United Kingdom,14,0.31999999999999995,-0.7343388330313101,0.014073773481107832
connection,United Kingdom,United Kingdom,15,0.31999999999999995,-0.7427056121076735,0.016761973972853283
connection,United Kingdom,United Kingdom,16,0.31999999999999995,-0.7510798317011806,0.018828221482430907
connection,United Kingdom,United Kingdom,17,0.31999999999999995,-0.7594633229316834,0.020384562140083107
connection,United Kingdom,United Kingdom,18,0.31999999999999995,-0.7678555137668656,0.021551362471090574
connection,United Kingdom,United Kingdom,19,0.31999999999999995,-0.7762548316086167,0.022434301863953898
connection,United Kingdom,United Kingdom,20,0.31999999999999995,-0.7846595521740866,0.023116815999650875
connection,United States,United States,1,0.41000000000000003,-0.6015240352181803,0.10133526066891685
connection,United States,United States,2,0.41000000000000003,-0.6121057640522266,0.10347030613252817
connection,United States,United States,3,0.41000000000000003,-0.6226564009236367,0.10578739597809395
connection,United States,United States,4,0.41000000000000003,-0.6331611388524843,0.10837047851087545
connection,United States,United States,5,0.41000000000000003,-0.6435997672091942,0.11133092609573825
connection,United States,United States,6,0.41000000000000003,-0.6539466129760944,0.11480389980455907
connection,United States,United States,7,0.41000000000000003,-0.6641728047947112,0.11892977535213478
connection,United States,United States,8,0.41000000000000003,-0.674252689165492,0.12381292659892829
connection,United States,United States,9,0.41000000000000003,-0.684175182218131,0.1294604136682227
connection,United States,United States,10,0.41000000000000003,-0.693956878897807,0.1357265759385755
connection,United States,United States,11,0.41000000000000003,-0.7036482270536051,0.14230961228924022
connection,United States,United States,12,0.41000000000000003,-0.7133239139834895,0.14882766009594883
connection,United States,United States,13,0.41000000000000003,-0.7230592921694787,0.15494060038370017
connection,United States,United States,14,0.41000000000000003,-0.7329072761257744,0.16044229709175983
